"ImageID","idiom","rating","literal_ratio_mean","prompt_id","final_nouns","count_all_nouns","nouns_present_GPT"
"dreamlike_P01_01_45-02.jpg","red herring","1.5","0.5","P01_45","red, herring","2.0","red"
"dreamlike_P01_01_1-02.jpg","on the other hand","1.5","1.0","P01_01","hand","1.0","hand"
"GPT_P12_12-19.jpg","red tape","7.300000000000001","1.0","P12_19","red, tape","2.0","red, tape"
"dreamlike_P23_23_15.jpg","at bay","0.0",625,"P23_15","prey, bay, hunter, predator","4.0","prey, predator"
"dreamlike_P12_12_3.jpg","on board","6.0","1.0","P12_03","board","1.0","board"
"dreamlike_P20_20_7.jpg","at stake","1.6","0.5","P20_07","stake, company, job","3.0","stake"
"GPT_P21_21-24.jpg","blue-collar","3.5","0.5909090909090908","P21_24","contractor, project, manufacturing, number, worker, physical, work, office, blue, collar, country","11.0","project, worker, physical, work, blue, collar"
"dreamlike_P22_22_13.jpg","black hole","2.1","1.0","P22_13","space, light, matter, swirl, darkness, center","6.0","space, light, matter, swirl, darkness, center"
"GPT_P01_01-17-02.jpg","scapegoat","10.0","0.0","P01_17","goat","1.0",
"GPT_P19_19-20.jpg","red flag","9.0","0.6666666666666666","P19_20","red, flag, sign","3.0","red, flag"
"GPT_P21_21-25.jpg","bread and butter","6.6000000000000005","0.5","P21_25","bread, butter, job, money, person, pension","6.0","bread, butter, job, person"
"GPT_P12_12-18.jpg","under fire","5.2","1.0","P12_18","fire","1.0","fire"
"dreamlike_P01_01_44-02.jpg","white elephant","7.7","1.0","P01_44","white, elephant","2.0","white, elephant"
"GPT_P22_22-27.jpg","in hot water","6.1000000000000005","0.9285714285714286","P22_27","person, edge, side, steam, hot, tub, bubble","7.0","person, edge, side, steam, hot, tub, bubble"
"GPT_P20_20-23.jpg","across the board","4.9","0.5","P20_23","board, industry, investment","3.0","board, industry"
"dreamlike_P12_12_46.jpg","Easter egg","2.7","1.0","P12_46","egg","1.0","egg"
"GPT_P19_19-21.jpg","upper hand","3.3000000000000003","1.0","P19_21","upper, hand ","2.0","upper, hand "
"dreamlike_P19_19_48.jpg","nest egg","1.4","0.8333333333333333","P19_48","money, nest, egg","3.0","money, nest, egg"
"dreamlike_P21_21_52.jpg","earworm","0.5","0.4","P21_52","song, morning, day, ear, worm","5.0","song, day, morning"
"GPT_P23_23-28.jpg","in the bag","7.4","1.0","P23_28","bag","1.0","bag"
"dreamlike_P21_21_11.jpg","hand in hand","1.0","0.4","P21_11","hand, movie, popcorn, thing, sleep","5.0","movie, popcorn"
"GPT_P20_20-22.jpg","in the cards","5.9","0.75","P20_22","promotion, card","2.0","promotion, card"
"dreamlike_P21_21_10.jpg","down the road","5.7",625,"P21_10","road, end, point, year","4.0","road, end, point"
"GPT_P01_01-16-02.jpg","on the ball","2.1","0.5","P01_16","ball","1.0",
"dreamlike_P12_12_54.jpg","cold turkey","0.1","0.75","P12_54","cold, turkey","2.0","cold, turkey"
"GPT_P23_23-29.jpg","at the helm","7.800000000000001","0.75","P23_29","person, helm, ship, course","4.0","person, helm, ship"
"dreamlike_P19_19_5.jpg","at sea","8.1","1.0","P19_05","sea","1.0","sea"
"dreamlike_P23_23_14.jpg","old school","1.8","1.0","P23_14","scene, item","2.0","scene, item"
"GPT_P22_22-26.jpg","in a nutshell","4.9",875,"P22_26","small, wooden, shell, hazelnut, scatter, shell, scatter, foliage","8.0","small, wooden, shell, hazelnut, scatter, shell, scatter, foliage"
"dreamlike_P20_20_50.jpg","lame duck","0.3","0.8","P20_50","duck, person, thing, mayor, office","5.0","duck, person, thing, office"
"dreamlike_P01_01_2-02.jpg","on / to hand","0.2","1.0","P01_02","hand","1.0","hand"
"dreamlike_P20_20_8.jpg","white paper","0.3","0.4285714285714285","P20_08","white, paper, week, country, report, subject, plan","7.0","white, paper, report"
"dreamlike_P12_12_4.jpg","in hand","1.1","1.0","P12_04","hand","1.0","hand"
"dreamlike_P22_22_12.jpg","cup of tea","8.0","0.6666666666666666","P22_12","warm, steam, cup, tea, lip, element, book, soft, blanket","9.0","warm, steam, cup, book, soft, blanket"
"dreamlike_P19_19_6.jpg","in the can","5.9",625,"P19_06","can, film, material, record","4.0","can, film, material, record"
"dreamlike_P01_01_45-02.jpg","red herring","0.1","0.5","P01_45","red, herring","2.0","red"
"dreamlike_P01_01_1-02.jpg","on the other hand","0.1","1.0","P01_01","hand","1.0","hand"
"GPT_P12_12-19.jpg","red tape","8.5","1.0","P12_19","red, tape","2.0","red, tape"
"dreamlike_P23_23_15.jpg","at bay","0.2",625,"P23_15","prey, bay, hunter, predator","4.0","prey, predator"
"dreamlike_P12_12_3.jpg","on board","5.2","1.0","P12_03","board","1.0","board"
"dreamlike_P20_20_7.jpg","at stake","0.1","0.5","P20_07","stake, company, job","3.0","stake"
"GPT_P21_21-24.jpg","blue-collar","2.9000000000000004","0.5909090909090908","P21_24","contractor, project, manufacturing, number, worker, physical, work, office, blue, collar, country","11.0","project, worker, physical, work, blue, collar"
"dreamlike_P22_22_13.jpg","black hole","2.2","1.0","P22_13","space, light, matter, swirl, darkness, center","6.0","space, light, matter, swirl, darkness, center"
"GPT_P01_01-17-02.jpg","scapegoat","7.9","0.0","P01_17","goat","1.0",
"GPT_P19_19-20.jpg","red flag","8.4","0.6666666666666666","P19_20","red, flag, sign","3.0","red, flag"
"GPT_P21_21-25.jpg","bread and butter","6.6000000000000005","0.5","P21_25","bread, butter, job, money, person, pension","6.0","bread, butter, job, person"
"GPT_P12_12-18.jpg","under fire","6.1000000000000005","1.0","P12_18","fire","1.0","fire"
"dreamlike_P01_01_44-02.jpg","white elephant","1.7000000000000002","1.0","P01_44","white, elephant","2.0","white, elephant"
"GPT_P22_22-27.jpg","in hot water","4.9","0.9285714285714286","P22_27","person, edge, side, steam, hot, tub, bubble","7.0","person, edge, side, steam, hot, tub, bubble"
"GPT_P20_20-23.jpg","across the board","1.8","0.5","P20_23","board, industry, investment","3.0","board, industry"
"dreamlike_P12_12_46.jpg","Easter egg","2.0","1.0","P12_46","egg","1.0","egg"
"dreamlike_P20_20_11.jpg","hand in hand","0.0",375,"P20_11","hand, movie, popcorn, thing","4.0","hand"
"dreamlike_P19_19_8.jpg","white paper","0.0","0.5","P19_08","white, paper, country, report","4.0","white, paper, report"
"dreamlike_P23_23_17.jpg","scapegoat","0.2","0.5","P23_17","goat, person, weight","3.0","person, weight"
"dreamlike_P22_22_2.jpg","on / to hand","7.1000000000000005","0.75","P22_02","chef, bake, bread, customer","4.0","chef, bake, bread"
"GPT_P12_12-21.jpg","upper hand","4.4","0.75","P12_21","upper, hand ","2.0","upper, hand "
"GPT_P01_01-19-02.jpg","red tape","10.0","0.75","P01_19","red, tape","2.0","red, tape"
"dreamlike_P01_01_4-02.jpg","in hand","0.0","1.0","P01_04","hand","1.0","hand"
"dreamlike_P22_22_15.jpg","at bay","0.0","0.6666666666666667","P22_15","lion, eye, hunter, bowstring, taut, shot","6.0","lion, eye, hunter, bowstring, taut"
"GPT_P21_21-26.jpg","in a nutshell","7.800000000000001",375,"P21_26","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male"
"dreamlike_P20_20_52.jpg","earworm","1.8","0.5","P20_52","song, morning, ear, worm","4.0","song, morning, ear"
"dreamlike_P23_23_16.jpg","on the ball","0.8",875,"P23_16","ball, business, person, sport","4.0","ball, business, person, sport"
"dreamlike_P21_21_12.jpg","cup of tea","4.0","0.5833333333333333","P21_12","music, opera, people, cup, tea, stuff","6.0","cup, music, people, stuff"
"GPT_P12_12-20.jpg","red flag","9.6","1.0","P12_20","red, flag","2.0","red, flag"
"dreamlike_P20_20_51.jpg","hot potato","0.0","0.5","P20_51","hot, potato, people, individual","4.0","hot, potato, people"
"dreamlike_P01_01_3-02.jpg","on board","8.1","1.0","P01_03","board","1.0","board"
"dreamlike_P12_12_5.jpg","at sea","5.2","1.0","P12_05","sea","1.0","sea"
"GPT_P19_19-22.jpg","in the cards","8.200000000000001","1.0","P19_22","card","1.0","card"
"dreamlike_P01_01_46-02.jpg","Easter egg","0.0","1.0","P01_46","egg","1.0","egg"
"dreamlike_P21_21_13.jpg","black hole","10.0","0.5833333333333334","P21_13","black, hole, place, handbag, company, key","6.0","black, hole, place, handbag, key"
"dreamlike_P22_22_1.jpg","on the other hand","0.0","0.6666666666666666","P22_01","people, hand, line","3.0","people, hand,  line"
"dreamlike_P19_19_7.jpg","at stake","6.4","1.0","P19_07","stake","1.0","stake"
"GPT_P22_22-28.jpg","in the bag","0.0","0.8888888888888888","P22_28","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background"
"GPT_P23_23-30.jpg","in the dock","5.300000000000001","1.0","P23_30","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator"
"dreamlike_P22_22_14.jpg","old school","0.5","0.8076923076923077","P22_14","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, atmosphere, pot, plant, rug, wear out","13.0","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, pot, plant, rug, wear out"
"dreamlike_P20_20_10.jpg","down the road","1.3","1.0","P20_10","road, end, point","3.0","road, end, point"
"GPT_P20_20-24.jpg","blue-collar","10.0","0.6875","P20_24","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar"
"GPT_P01_01-18-02.jpg","under fire","10.0","0.0","P01_18","fire","1.0",
"GPT_P19_19-23.jpg","across the board","7.300000000000001","1.0","P19_23","board","1.0","board"
"dreamlike_P12_12_47.jpg","dark horse","1.2000000000000002","1.0","P12_47","dark, horse","2.0","dark, horse"
"dreamlike_P19_19_49.jpg","a piece of cake","0.0","1.0","P19_49","piece, cake","2.0","piece, cake"
"GPT_P22_22-29.jpg","at the helm","10.0","0.7272727272727273","P22_29","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel"
"dreamlike_P12_12_6.jpg","in the can","0.0","1.0","P12_06","can","1.0","can"
"GPT_P20_20-25.jpg","bread and butter","0.0","0.6000000000000001","P20_25","bread, butter, job, money, person","5.0","bread, butter, job, person"
"GPT_P21_21-27.jpg","in hot water","6.9",375,"P21_27","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader"
"GPT_P23_23-31.jpg","on a roll","10.0","0.8","P23_31","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti"
"dreamlike_P20_20_11.jpg","hand in hand","2.3000000000000003",375,"P20_11","hand, movie, popcorn, thing","4.0","hand"
"dreamlike_P19_19_8.jpg","white paper","0.2","0.5","P19_08","white, paper, country, report","4.0","white, paper, report"
"dreamlike_P23_23_17.jpg","scapegoat","4.3","0.5","P23_17","goat, person, weight","3.0","person, weight"
"dreamlike_P22_22_2.jpg","on / to hand","1.9","0.75","P22_02","chef, bake, bread, customer","4.0","chef, bake, bread"
"GPT_P12_12-21.jpg","upper hand","5.9","0.75","P12_21","upper, hand ","2.0","upper, hand "
"GPT_P01_01-19-02.jpg","red tape","7.7","0.75","P01_19","red, tape","2.0","red, tape"
"dreamlike_P01_01_4-02.jpg","in hand","1.2000000000000002","1.0","P01_04","hand","1.0","hand"
"dreamlike_P22_22_15.jpg","at bay","2.3000000000000003","0.6666666666666667","P22_15","lion, eye, hunter, bowstring, taut, shot","6.0","lion, eye, hunter, bowstring, taut"
"GPT_P21_21-26.jpg","in a nutshell","7.9",375,"P21_26","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male"
"dreamlike_P20_20_52.jpg","earworm","2.0","0.5","P20_52","song, morning, ear, worm","4.0","song, morning, ear"
"dreamlike_P23_23_16.jpg","on the ball","3.1",875,"P23_16","ball, business, person, sport","4.0","ball, business, person, sport"
"dreamlike_P21_21_12.jpg","cup of tea","5.7","0.5833333333333333","P21_12","music, opera, people, cup, tea, stuff","6.0","cup, music, people, stuff"
"GPT_P12_12-20.jpg","red flag","5.300000000000001","1.0","P12_20","red, flag","2.0","red, flag"
"dreamlike_P20_20_51.jpg","hot potato","1.5","0.5","P20_51","hot, potato, people, individual","4.0","hot, potato, people"
"dreamlike_P01_01_3-02.jpg","on board","1.8","1.0","P01_03","board","1.0","board"
"dreamlike_P12_12_5.jpg","at sea","6.4","1.0","P12_05","sea","1.0","sea"
"GPT_P19_19-22.jpg","in the cards","7.9","1.0","P19_22","card","1.0","card"
"dreamlike_P01_01_46-02.jpg","Easter egg","3.2","1.0","P01_46","egg","1.0","egg"
"dreamlike_P21_21_13.jpg","black hole","10.0","0.5833333333333334","P21_13","black, hole, place, handbag, company, key","6.0","black, hole, place, handbag, key"
"dreamlike_P22_22_1.jpg","on the other hand","3.1","0.6666666666666666","P22_01","people, hand, line","3.0","people, hand,  line"
"dreamlike_P19_19_7.jpg","at stake","0.0","1.0","P19_07","stake","1.0","stake"
"GPT_P22_22-28.jpg","in the bag","7.9","0.8888888888888888","P22_28","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background"
"GPT_P23_23-30.jpg","in the dock","8.5","1.0","P23_30","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator"
"dreamlike_P22_22_14.jpg","old school","0.0","0.8076923076923077","P22_14","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, atmosphere, pot, plant, rug, wear out","13.0","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, pot, plant, rug, wear out"
"dreamlike_P20_20_10.jpg","down the road","4.0","1.0","P20_10","road, end, point","3.0","road, end, point"
"GPT_P20_20-24.jpg","blue-collar","9.7","0.6875","P20_24","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar"
"GPT_P01_01-18-02.jpg","under fire","9.5","0.0","P01_18","fire","1.0",
"GPT_P19_19-23.jpg","across the board","3.3000000000000003","1.0","P19_23","board","1.0","board"
"dreamlike_P12_12_47.jpg","dark horse","8.1","1.0","P12_47","dark, horse","2.0","dark, horse"
"dreamlike_P19_19_49.jpg","a piece of cake","7.4","1.0","P19_49","piece, cake","2.0","piece, cake"
"GPT_P22_22-29.jpg","at the helm","7.9","0.7272727272727273","P22_29","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel"
"dreamlike_P12_12_6.jpg","in the can","3.2","1.0","P12_06","can","1.0","can"
"GPT_P20_20-25.jpg","bread and butter","6.800000000000001","0.6000000000000001","P20_25","bread, butter, job, money, person","5.0","bread, butter, job, person"
"GPT_P21_21-27.jpg","in hot water","9.7",375,"P21_27","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader"
"GPT_P23_23-31.jpg","on a roll","7.2","0.8","P23_31","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti"
"dreamlike_P20_20_11.jpg","hand in hand","0.0",375,"P20_11","hand, movie, popcorn, thing","4.0","hand"
"dreamlike_P19_19_8.jpg","white paper","0.0","0.5","P19_08","white, paper, country, report","4.0","white, paper, report"
"dreamlike_P23_23_17.jpg","scapegoat","5.300000000000001","0.5","P23_17","goat, person, weight","3.0","person, weight"
"dreamlike_P22_22_2.jpg","on / to hand","4.7","0.75","P22_02","chef, bake, bread, customer","4.0","chef, bake, bread"
"GPT_P12_12-21.jpg","upper hand","9.6","0.75","P12_21","upper, hand ","2.0","upper, hand "
"GPT_P01_01-19-02.jpg","red tape","9.9","0.75","P01_19","red, tape","2.0","red, tape"
"dreamlike_P01_01_4-02.jpg","in hand","1.0","1.0","P01_04","hand","1.0","hand"
"dreamlike_P22_22_15.jpg","at bay","4.6000000000000005","0.6666666666666667","P22_15","lion, eye, hunter, bowstring, taut, shot","6.0","lion, eye, hunter, bowstring, taut"
"GPT_P21_21-26.jpg","in a nutshell","0.5",375,"P21_26","nutshell, mayor, fight, crime, company, plan, chief, male","8.0","nutshell, mayor, male"
"dreamlike_P20_20_52.jpg","earworm","0.9","0.5","P20_52","song, morning, ear, worm","4.0","song, morning, ear"
"dreamlike_P23_23_16.jpg","on the ball","1.9",875,"P23_16","ball, business, person, sport","4.0","ball, business, person, sport"
"dreamlike_P21_21_12.jpg","cup of tea","7.1000000000000005","0.5833333333333333","P21_12","music, opera, people, cup, tea, stuff","6.0","cup, music, people, stuff"
"GPT_P12_12-20.jpg","red flag","6.1000000000000005","1.0","P12_20","red, flag","2.0","red, flag"
"dreamlike_P20_20_51.jpg","hot potato","1.1","0.5","P20_51","hot, potato, people, individual","4.0","hot, potato, people"
"dreamlike_P01_01_3-02.jpg","on board","4.800000000000001","1.0","P01_03","board","1.0","board"
"dreamlike_P12_12_5.jpg","at sea","2.5","1.0","P12_05","sea","1.0","sea"
"GPT_P19_19-22.jpg","in the cards","6.6000000000000005","1.0","P19_22","card","1.0","card"
"dreamlike_P01_01_46-02.jpg","Easter egg","4.2","1.0","P01_46","egg","1.0","egg"
"dreamlike_P21_21_13.jpg","black hole","0.6000000000000001","0.5833333333333334","P21_13","black, hole, place, handbag, company, key","6.0","black, hole, place, handbag, key"
"dreamlike_P22_22_1.jpg","on the other hand","6.7","0.6666666666666666","P22_01","people, hand, line","3.0","people, hand,  line"
"dreamlike_P19_19_7.jpg","at stake","1.2000000000000002","1.0","P19_07","stake","1.0","stake"
"GPT_P22_22-28.jpg","in the bag","7.0","0.8888888888888888","P22_28","person, large, overflow, shopping, bag, item, clean, kitchen, background","9.0","person, large, overflow, shopping, bag, item, clean, kitchen, background"
"GPT_P23_23-30.jpg","in the dock","9.9","1.0","P23_30","dock, judge, trial, courtroom, scene, lawyer, spectator","7.0","dock, judge, trial, courtroom, scene, lawyer, spectator"
"dreamlike_P22_22_14.jpg","old school","6.5","0.8076923076923077","P22_14","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, atmosphere, pot, plant, rug, wear out","13.0","chalkboard, glasses, classroom, wooden, desk, textbook, teacher, cardigan, pot, plant, rug, wear out"
"dreamlike_P20_20_10.jpg","down the road","1.1","1.0","P20_10","road, end, point","3.0","road, end, point"
"GPT_P20_20-24.jpg","blue-collar","9.8","0.6875","P20_24","contractor, project, worker, physical, work, office, blue, collar","8.0","contractor, project, worker, physical, work, blue, collar"
"GPT_P01_01-18-02.jpg","under fire","9.9","0.0","P01_18","fire","1.0",
"GPT_P19_19-23.jpg","across the board","7.800000000000001","1.0","P19_23","board","1.0","board"
"dreamlike_P12_12_47.jpg","dark horse","7.1000000000000005","1.0","P12_47","dark, horse","2.0","dark, horse"
"dreamlike_P19_19_49.jpg","a piece of cake","8.8","1.0","P19_49","piece, cake","2.0","piece, cake"
"GPT_P22_22-29.jpg","at the helm","5.2","0.7272727272727273","P22_29","person, eyes, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel","11.0","person, horizon, sun, helm, bridge, ship, hand, worn, wooden, wheel"
"dreamlike_P12_12_6.jpg","in the can","1.4","1.0","P12_06","can","1.0","can"
"GPT_P20_20-25.jpg","bread and butter","7.300000000000001","0.6000000000000001","P20_25","bread, butter, job, money, person","5.0","bread, butter, job, person"
"GPT_P21_21-27.jpg","in hot water","9.1",375,"P21_27","press, hot, water, leader, comment, phone, hack, reporter","8.0","hot, water, leader"
"GPT_P23_23-31.jpg","on a roll","8.1","0.8","P23_31","person, marbles, streak, multiple, roll, object, wave, blur, background, confetti","10.0","person, marbles, multiple, roll, object, wave, background, confetti"
"GPT_P01_01-21-02.jpg","upper hand","4.9","0.5","P01_21","upper, hand ","2.0","upper, hand"
"dreamlike_P23_23_19.jpg","red tape","0.0","0.9090909090909092","P23_19","red, tape, piles, paperwork, crowd, office, tangle, ribbon, file, cabinet, employee","11.0","red, tape, piles, paperwork, crowd, office, tangle, ribbon, file, cabinet, employee"
"dreamlike_P19_19_50.jpg","lame duck","0.1","0.3333333333333333","P19_50","duck, person, thing","3.0","duck"
"dreamlike_P01_01_5-02.jpg","at sea","0.0","1.0","P01_05","sea","1.0","sea"
"dreamlike_P22_22_3.jpg","on board","0.0",875,"P22_03","people, port, background, board, ship, rail, city, skyline","8.0","people, port, background, ship, rail, city, skyline"
"dreamlike_P12_12_7.jpg","at stake","0.2","1.0","P12_07","stake","1.0","stake"
"GPT_P22_22-30.jpg","in the dock","0.1","0.8571428571428572","P22_30","person, water, background, wooden, dock, lawyer, investigator","7.0","person, water, background, wooden, dock, lawyer, investigator"
"dreamlike_P01_01_47-02.jpg","dark horse","0.1","0.25","P01_47","dark, horse","2.0",
"dreamlike_P20_20_13.jpg","black hole","1.9","0.6","P20_13","black, hole, place, handbag, key","5.0","black, hole, place, handbag, key"
"GPT_P20_20-27.jpg","in hot water","0.5",375,"P20_27","hot, water, leader, comment","4.0","hot water, leader"
"dreamlike_P12_12_1.jpg","on the other hand","0.0","1.0","P12_01","hand","1.0","hand"
"GPT_P21_21-29.jpg","at the helm","2.4000000000000004","0.4285714285714285","P21_29","helm, company, group, people, year, female, male","7.0","helm, male"
